path,label,group,S_used,voiced_sec,x_cover,dtw_slice1_mean,dtw_slice2_mean,dtw_slice3_mean,dtw_slice4_mean,dtw_slice5_mean,dtw_mean_slope,zcr_mean,zcr_std,rms_mean,rms_std
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_bm_f_e_166443.wav,0,Female,5.0,43.336,1.0,4.396644218265573,4.440049950581551,4.572553400986961,4.484606562633301,4.438462077995959,0.012819233151252,0.1393264104135825,0.1015834493524798,0.0718872249126434,0.0500406585633754
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_bm_f_e_166598.wav,0,Female,5.0,44.736,1.0,4.521314745147839,4.409338299504769,4.3856415500802335,4.516133282779904,4.498965895771639,0.0062097284522735,0.1670859935035842,0.1191234041690382,0.0573895759880542,0.0398645587265491
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_bm_f_n_165906.wav,0,Female,5.0,45.184,1.0,4.446037572533165,4.405405494010281,4.400367213407876,4.466184522798868,4.453188044096301,0.0075079971914858,0.1618661007363378,0.105756608619036,0.0625868439674377,0.0432780161499977
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_ps_f_n_125530.wav,0,Female,5.0,37.248,1.0,4.542619438091684,4.501223417739899,4.553991657780951,4.549851106202399,4.453895158871824,-0.0128820869977218,0.1030071564114987,0.1272359309696512,0.0579294934868812,0.0307014975696802
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_ps_f_n_131119.wav,0,Female,5.0,33.536,1.0,4.5248237420674124,4.511865536683024,4.583305710262507,4.551003535911712,4.439450036646026,-0.0131609411614086,0.1044043436004784,0.1226374871115767,0.057398933917284,0.0338573828339576
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_rnd_f_e_21046.wav,0,Female,5.0,43.712,1.0,4.4262442445119,4.41094865995389,4.526288447198764,4.49512950995504,4.531954523895215,0.029560140876778,0.0933795797413793,0.0784861128412252,0.071433387696743,0.0395060814917087
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_a_sm_f_e_209955.wav,0,Female,5.0,47.168,1.0,4.44604572753135,4.3921799854058445,4.44143271020873,4.454515843186265,4.477139845273977,0.0124524093265676,0.0922971060290618,0.0740851415339057,0.0373583361506462,0.034482829272747
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_q_ard_f_n_67823.wav,0,Female,5.0,29.952,1.0,4.73154553287246,4.478680399579467,4.437079459720733,4.683943676908958,4.459550913044811,-0.0338725962325805,0.1043241936294212,0.098638818559804,0.057438988238573,0.037654910236597
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_q_ard_f_n_67825.wav,0,Female,5.0,31.616,1.0,4.671120555494195,4.546720419757221,4.524297428012423,4.6052580701141,4.401778179603468,-0.0480147101424572,0.1180257574555837,0.1055972322443347,0.0766798108816146,0.0646546334028244
/content/drive/MyDrive/speech_data/incoming/normal_selected_wav/clips/Female/ckmk_q_ard_f_n_67831.wav,0,Female,5.0,33.472,1.0,4.573998837900068,4.512112344848136,4.626504920832891,4.505700001955037,4.625746428919961,0.0097082839146688,0.1269240996524448,0.1121804940623954,0.1470463871955871,0.074520319700241
